cache_mb,capacity_gb,category,form_factor,interface,lighting,manufacturer,name,opendb_id,part_id,release_year,series,storage_type,variant
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda 3TB 3.5"" HDD 7200RPM SATA",979ee412-14af-4b80-9af5-80821cf7db22,hdd_0566,,BarraCuda,HDD,3000GB
,18000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Pro 18TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",9801faaa-7668-4792-bc28-f4a60dcc63f1,hdd_0567,,Red,HDD,18000GB
16,320,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital AV-GP 320 GB HDD 3.5"" 5400 RPM SATA 3.0 Gb/s",985f27aa-6784-4225-8964-2f50af49ce76,hdd_0568,,AV-GP,HDD,320GB
,160,hdd,"2.5""",SATA 3.0 Gb/s,,Hitachi,"Hitachi E5K500.B 160GB HDD 5400RPM 2.5"" SATA 3.0 Gb/s",986beb16-127f-4b09-b149-9b85c19ba891,hdd_0569,,E5K500.B,HDD,160GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf Pro NAS 4TB HDD 3.5"" 7200RPM SATA",9899ea60-8265-4d3a-99f7-e4667361ef05,hdd_0570,,IronWolf,HDD,4000GB
,2000,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Caviar Black 2TB HDD 3.5"" 7200RPM SATA Internal",9905ed69-d538-44f2-b5ec-1310338aa569,hdd_0571,,Caviar,HDD,2000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Green 4TB 3.5"" Internal HDD 5900RPM SATA 6.0 Gb/s",991cfb7f-66e2-4814-b42d-718e979d3430,hdd_0572,,Green,HDD,4000GB
,500,hdd,"2.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda Pro 500GB HDD 2.5"" SATA",994342fe-3e29-4fc6-8610-62fdc23e1776,hdd_0573,,BarraCuda,HDD,500GB
,500,hdd,"2.5""",SATA 3.0 Gb/s,,Samsung,"Samsung Spinpoint M7 500GB HDD 2.5"" SATA",9950c07b-788f-4263-9ea8-2e30de5a4481,hdd_0574,,Spinpoint,HDD,500GB
,14000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos X18 14TB HDD 7200RPM 3.5"" SATA",996123ed-200f-4fe4-ad12-8a896ba9b4f4,hdd_0575,,Exos,HDD,14000GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Samsung,"Samsung Spinpoint F2 EG 1.5TB HDD 3.5"" 5400RPM SATA",998189b4-9066-4cf1-80d7-ca9c3683ffd8,hdd_0576,,Spinpoint,HDD,1000GB
512,20000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba N300 NAS 20TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s Internal",99eedf19-addd-4136-8dc7-1ed3bbc7330a,hdd_0577,,N300,HDD,20000GB
,500,hdd,"2.5""",SATA 3.0 Gb/s,,Seagate,"Seagate Momentus XT 500GB HDD 2.5"" 7200RPM SATA",9a10bac6-68eb-49cc-85bb-c1430a556c60,hdd_0578,,Momentus,HDD,500GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Travelstar 7K1000 1TB HDD Internal 3.5"" 7200RPM SATA 6.0 Gb/s",9ac56dbf-ca83-4af1-81e2-4ac2dbd5e00f,hdd_0579,,Travelstar,HDD,1000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital RE 4TB 3.5"" HDD 7200RPM SATA",9b64cf2a-bd9f-4932-b3db-2f002721e142,hdd_0580,,RE,HDD,4000GB
,750,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Caviar Blue 750GB HDD 7200RPM 3.5"" SATA",9b698f1b-56bc-4268-afc2-5b15da48594f,hdd_0581,,Caviar,HDD,750GB
,500,hdd,"3.5""",SATA 6.0 Gb/s,,WD_BLACK,WD_BLACK Gaming Internal Hard Drive,9bb9291d-b934-49cf-bac2-440f3d281370,hdd_0582,2022,WD_BLACK,HDD,500GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,Seagate IronWolf 4TB NAS Hard Drive HDD – CMR 3.5 Inch SATA 6Gb/s 5900 RPM 64MB Cache for RAID Network Attached Storage – Frustration Free Packaging (ST4000VNZ08),9bd63cce-2e9e-4403-a60f-16d50cb18102,hdd_0583,2018,IronWolf,HDD,
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Hitachi,"Hitachi 7K1000.B 1TB HDD 3.5"" 7200RPM SATA 3.0 Gb/s",9bdd2352-edca-4270-8404-f5f4c3bc3845,hdd_0584,,7K1000.B,HDD,1000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Purple 2TB 3.5"" HDD 5400 RPM SATA 6.0 Gb/s Internal",9c22791c-bf08-4c7f-9c27-b42336ba888c,hdd_0585,,Purple,HDD,2000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Blue 4TB HDD 5400RPM 3.5"" SATA 6.0 Gb/s",9c817dae-e2a1-4716-afae-45bba3b4c808,hdd_0586,,Blue,HDD,4000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba X300 6TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",9c971639-461d-4022-bc18-e67532ab35e3,hdd_0587,,X300,HDD,6000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital WD_BLACK 8TB 3.5"" HDD 7200RPM SATA",9cb9a7e2-c628-4a9d-8226-9b3ba63fe5ae,hdd_0588,,WD_BLACK,HDD,8000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda 2TB HDD 3.5"" SATA",9cd6a9e7-1e24-4e3b-9a12-a4dd088d49c1,hdd_0589,,BarraCuda,HDD,2000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Blue 2TB HDD 3.5"" SATA",9d02c438-9722-4d06-bf28-a9fa53032ad0,hdd_0590,,Blue,HDD,2000GB
,500,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Caviar Blue 500GB HDD 3.5"" 7200RPM SATA",9d406e1a-6569-4434-8ad5-61e0a06ac0e5,hdd_0591,,Caviar,HDD,500GB
512,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,Toshiba N300 NAS 6TB HDD 7200RPM SATA 6.0 Gb/s,9dae17ac-e616-4e1c-823d-ecad3611a115,hdd_0592,,N300,HDD,6000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SkyHawk Surveillance 8TB 7200RPM HDD 3.5"" SATA",9dd114ea-662e-454b-84f8-16acbb6cded2,hdd_0593,,SkyHawk,HDD,8000GB
,750,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda 750GB 3.5"" HDD 7200RPM SATA 6.0 Gb/s Internal",9e5f8f76-6ad1-4c77-ae37-4e5b92e5fa70,hdd_0594,,BarraCuda,HDD,750GB
,250,hdd,"2.5""",SATA 3.0 Gb/s,,Seagate,"Seagate Momentus 5400.6 250GB HDD 2.5"" 5400RPM SATA 3.0 Gb/s Internal",9e77e935-ff56-483f-8445-e5b7387e712a,hdd_0595,,Momentus,HDD,250GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba N300 4TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s Internal",9e8d31d6-a377-4186-b13a-a63a786ef127,hdd_0596,,N300,HDD,4000GB
,24000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Pro 24 TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",9e8e673a-1433-42cc-bbd5-92ddd85a46b5,hdd_0597,,Red,HDD,24000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf Pro 8TB 3.5"" HDD 7200RPM SATA",9ee2f52e-ab49-48cd-a4ac-f1008eb9d504,hdd_0598,,IronWolf,HDD,8000GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Seagate,"Seagate Barracuda ES.2 1TB 3.5"" HDD 7200RPM SATA",a04a6a39-6939-4a11-8534-c7c152ce9c63,hdd_0599,,Barracuda,HDD,1000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Black 4TB HDD 3.5"" 7200RPM SATA",a05bee30-1a9c-4696-88df-d1124ba2fd91,hdd_0600,,Black,HDD,4000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Supermicro,"Supermicro HDD-T4000-ST4000NM00 4TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",a05d3c09-2ca4-48cc-a7ae-f3aa5120f45b,hdd_0601,,HDD-T4000-ST4000NM00,HDD,4000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Pro 4TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",a0e8d54f-4968-41c0-8449-40f9576d31f3,hdd_0602,,Red,HDD,4000GB
,80,hdd,"3.5""",SATA 3.0 Gb/s,,Seagate,"Seagate Barracuda 7200.10 80GB 3.5"" HDD 7200RPM SATA 3.0 Gb/s Internal",a207107f-cad4-49e8-9963-88778e7da68d,hdd_0603,,Barracuda,HDD,80GB
,500,hdd,"3.5""",SATA 3.0 Gb/s,,Hitachi,"Hitachi A7K1000-500 500GB HDD 3.5"" SATA",a2435254-537b-454e-871a-c3aa816a457b,hdd_0604,,A7K1000-500,HDD,500GB
,320,hdd,"2.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Black 320GB HDD 2.5"" 7200RPM SATA 6.0 Gb/s Internal",a2712e22-9287-4442-9a42-c35ba74efb2c,hdd_0605,,Black,HDD,320GB
,2000,hdd,"3.5""",SAS 6.0 Gb/s,,Seagate,"Seagate Constellation ES 2TB HDD 3.5"" SAS 6.0 Gb/s",a2a9a418-4eef-4c64-aa48-238f686a61f3,hdd_0606,,Constellation,HDD,2000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Ultrastar 8TB HDD 3.5"" SATA",a3579f01-9917-4559-b79a-1ce91a588283,hdd_0607,,Ultrastar,HDD,8000GB
,320,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Caviar Blue 320GB HDD 3.5"" SATA",a3a10b04-057f-45d9-90f9-c9989e32a2c1,hdd_0608,,Caviar,HDD,320GB
,2000,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Caviar Green 2TB HDD 5400RPM 3.5"" SATA",a3ecf21c-d477-4aa6-8aa0-1fa82c84ff09,hdd_0609,,Caviar,HDD,2000GB
,450,hdd,"2.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MBF245LRC 450GB HDD 10000RPM 2.5"" SATA",a4022233-f844-46cf-b9f1-7d89d8eca6b9,hdd_0610,,MBF245LRC,HDD,450GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red 3TB HDD 3.5"" 5400RPM SATA",a41ad925-4b47-4be2-9aa5-2bbc2c37fea5,hdd_0611,,Red,HDD,3000GB
,2000,hdd,"3.5""",SAS 6.0 Gb/s,,Seagate,"Seagate Constellation ES.3 2TB 3.5"" HDD 7200RPM SAS 6.0 Gb/s Internal",a425884f-1251-4dc4-8631-bedf0404e751,hdd_0612,,Constellation,HDD,2000GB
,320,hdd,"3.5""",SATA 3.0 Gb/s,,Samsung,"Samsung Spinpoint F1 DT 320 GB HDD 3.5"" 7200RPM SATA",a4565f2f-fa55-4e19-b501-c522deb62575,hdd_0613,,Spinpoint,HDD,320GB
,18000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba X300 Pro 18TB HDD 7200RPM 3.5"" SATA",a48aef55-406f-4fbf-a80e-a266c02ad0cf,hdd_0614,,X300,HDD,18000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital VelociRaptor 1TB HDD 10000RPM 3.5"" SATA",a4ae03c4-3396-4602-994a-402537df409a,hdd_0615,,VelociRaptor,HDD,1000GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital WD_BLACK 10TB 3.5"" HDD 7200RPM SATA Internal",a58896db-c929-467f-a635-efd5ef6afca8,hdd_0616,,WD_BLACK,HDD,10000GB
,18000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MG09 4Kn 18TB 3.5"" HDD 7200RPM SATA",a5ba30de-0a68-4db7-9de2-78ae6a4a419a,hdd_0617,,MG09,HDD,18000GB
,24000,hdd,"3.5""",SAS 12.0 Gb/s,,Seagate,"Seagate Exos X24 SED-FIPS 24TB 3.5"" HDD 7200RPM SAS 12.0 Gb/s",a5c45a2e-8e01-44c0-8119-8326bc2c1421,hdd_0618,,Exos,HDD,24000GB
,500,hdd,"2.5""",SATA 6.0 Gb/s,,Seagate,"Seagate ST500VT001 500GB 2.5"" HDD 5400RPM SATA 6.0 Gb/s",a5d69c10-fc77-4f30-a4f7-067b28c91d66,hdd_0619,,ST500VT001,HDD,500GB
,2000,hdd,"2.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Green 2TB 2.5"" HDD 5900RPM SATA",a5f677df-323f-4d9a-92e6-c08b574fa541,hdd_0620,,Green,HDD,2000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,Seagate IronWolf 8TB NAS Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 7200 RPM 256MB Cache for RAID Network Attached Storage,a5f70655-dce2-4883-a9f5-b76ce6618328,hdd_0621,2020,IronWolf,HDD,NAS
128,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MD04ACA600 6TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",a62f2838-ba73-414e-bf32-732c6b5b4fa6,hdd_0622,,MD04ACA600,HDD,6000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Pro 8TB 3.5"" Internal HDD 7200RPM SATA",a69c476e-04eb-4d67-bcb7-3ded13a3502a,hdd_0623,,Red,HDD,8000GB
,6000,hdd,"3.5""",SAS 12.0 Gb/s,,Seagate,"Seagate Enterprise 6TB HDD 3.5"" 7200RPM SAS 12.0 Gb/s Internal",a755ba38-9459-423e-9f7f-9602de3bf7a2,hdd_0624,,Enterprise,HDD,6000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos 7E10 8TB 3.5"" HDD 7200RPM SATA 512e/4Kn",a798ebe2-bbea-4016-afdb-95650331858f,hdd_0625,,Exos,HDD,8000GB
,750,hdd,"3.5""",SATA 3.0 Gb/s,,Samsung,"Samsung Spinpoint F1 RAID 750GB HDD 3.5"" SATA",a7ac952c-9854-4381-999e-74e13c177e09,hdd_0626,,Spinpoint,HDD,750GB
,500,hdd,"2.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Black 500GB HDD 2.5"" SATA",a811d86f-4073-4c75-8f19-766f52fa5330,hdd_0627,,Black,HDD,500GB
,250,hdd,"3.5""",SATA 3.0 Gb/s,,Hitachi,"Hitachi 7K1000.B 250GB 3.5"" HDD 7200RPM SATA 3.0 Gb/s Internal",a816d9a5-cf6f-41d0-b13c-f392747b4286,hdd_0628,,7K1000.B,HDD,250GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate NAS 2TB 3.5"" HDD 5400 RPM SATA Internal",a848c560-c396-40e6-a106-ae889f2173fb,hdd_0629,,NAS,HDD,2000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Ultrastar 8TB HDD 3.5"" SATA",a8d32107-0a0d-4e64-b4b9-010e2279921e,hdd_0630,,Ultrastar,HDD,8000GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Seagate,"Seagate BarraCuda 1TB HDD 7200RPM 3.5"" SATA 3.0 Gb/s",a9254770-0a73-498f-8249-87e21746043c,hdd_0631,,BarraCuda,HDD,1000GB
,10,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf NAS 10 TB 3.5"" 7200 RPM Internal Hard Drive",a9322526-57b6-4dfc-b370-88baf55111d9,hdd_0632,2020,IronWolf,HDD,NAS
,18000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SkyHawk AI 18TB HDD 3.5"" SATA",a94ec858-4af5-4652-ad26-10fb897e7dc1,hdd_0633,,SkyHawk,HDD,18000GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Purple Pro 10 TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",a95db4aa-17c7-49e2-810f-cde52226cd05,hdd_0634,,Purple,HDD,10000GB
,12000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Enterprise 12TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s Internal",a9accdd3-37d5-42b6-9f5b-7a6c01f305bb,hdd_0635,,Enterprise,HDD,12000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SkyHawk Surveillance +Rescue 3TB HDD 3.5"" 5400RPM SATA",a9b63abf-207a-48fd-9149-76855a1489ce,hdd_0636,,SkyHawk,HDD,3000GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MG06ACA10TE 10 TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",a9dfd0cf-0bd1-461a-a820-c98c58817792,hdd_0637,,MG06ACA10TE,HDD,10000GB
,24000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Gold 24 TB 3.5"" 7200 RPM Internal",aa06deff-2945-4481-823d-69eb023dd9f3,hdd_0638,,Gold,HDD,24000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi He6 6TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",aa2f5a8d-ae0a-4565-a110-4cbada260dc8,hdd_0639,,He6,HDD,6000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi HUA721010KLA330 1TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s Internal",aa3001c2-69eb-457d-baa5-65a2e5ac0298,hdd_0640,,HUA721010KLA330,HDD,1000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Blue 6TB HDD 3.5"" SATA",aa39c6b8-bb26-4a9a-8a88-3afa47b10b54,hdd_0641,,Blue,HDD,6000GB
,750,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Caviar Green 750GB HDD 5400RPM 3.5"" SATA",aa6346e9-63e8-430b-8e8e-c40a44996ab7,hdd_0642,,Caviar,HDD,750GB
,20000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Pro 20TB HDD 3.5"" 7200RPM SATA",aaeadd5c-64d6-4698-a900-c8aa6fee23e0,hdd_0643,,Red,HDD,20000GB
,14000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SkyHawk AI 14TB HDD 3.5"" 7200RPM SATA",aaf55e55-63f2-4723-862f-573d327d3bc9,hdd_0644,,SkyHawk,HDD,14000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Purple 4TB HDD 3.5"" 5400RPM SATA 6.0 Gb/s Internal",ab4b8316-0db4-4dd6-807e-ee113b73b00c,hdd_0645,,Purple,HDD,4000GB
,1000,hdd,"2.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Blue 1TB HDD 5400RPM 2.5"" SATA",ab7d17a9-6b4c-44e4-b5a6-99bd04c169c1,hdd_0646,,Blue,HDD,1000GB
,18000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf Pro 18TB 3.5"" HDD 7200RPM SATA",abbf4074-172d-47ba-b672-bfa990627c36,hdd_0647,,IronWolf,HDD,18000GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Caviar Blue 1TB HDD 7200RPM 3.5"" SATA 3.0 Gb/s Internal",abf43526-e267-46d0-bd97-737e146b21c8,hdd_0648,,Caviar,HDD,1000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital WD_BLACK 8TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s Internal",ac1e36c1-ef54-49bc-aceb-dd4936915ddd,hdd_0649,,WD_BLACK,HDD,8000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba X300 4TB 3.5"" HDD 7200RPM SATA",ac841878-9aee-44cf-b72c-6c52b2752e09,hdd_0650,,X300,HDD,4000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Purple 2TB 3.5"" HDD 5400RPM SATA 6.0 Gb/s",acb17575-ce88-4883-b1ec-f0e9ef18002a,hdd_0651,,Purple,HDD,2000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf Pro 8TB 3.5"" HDD 7200RPM SATA",acb798a3-1483-4013-9cf3-010f3d3a4103,hdd_0652,,IronWolf,HDD,8000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate NAS 4TB HDD 3.5"" 5400RPM SATA 6.0 Gb/s Internal",acff2b66-9987-4e41-bd8d-d9ddce512b37,hdd_0653,,NAS,HDD,4000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital WDBMMA0030HNC-NRSN 3TB HDD 5400RPM 3.5"" SATA",ad305212-8a3d-4df2-bcc8-a51413314083,hdd_0654,,WDBMMA0030HNC-NRSN,HDD,3000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba X300 8TB HDD 3.5"" 7200RPM SATA",ad6b5ab8-61b7-4393-ab12-889dcc8b5931,hdd_0655,,X300,HDD,8000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba DT01ACA300 3TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",ad8fbe19-3d8c-4780-a767-b61981570a75,hdd_0656,,DT01ACA300,HDD,3000GB
,22000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos X22 22TB HDD 3.5"" SATA",adf642ef-23df-4e8d-8cb3-8ab9ff815785,hdd_0657,,Exos,HDD,22000GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf NAS 10TB HDD 7200RPM 3.5"" SATA",af24d67b-c072-481f-8f75-0045a1d1c4f7,hdd_0658,,IronWolf,HDD,10000GB
,12000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Gold 12TB HDD 3.5"" 7200RPM SATA",af9687b9-65c8-4471-91f3-20183f072dba,hdd_0659,,Gold,HDD,12000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Ultrastar 2TB HDD 3.5"" SATA",afca4522-5005-40d0-b1d7-4d27c0e84b8b,hdd_0660,,Ultrastar,HDD,2000GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Ultrastar He10 10TB HDD 7200RPM 3.5"" SATA",aff2f3b9-de8b-446b-a583-c36dde5d4af4,hdd_0661,,Ultrastar,HDD,10000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital WD_BLACK 6TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s Internal",b0297735-5f5c-43f9-b292-8c51ddb4919d,hdd_0662,,WD_BLACK,HDD,6000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf Pro 8TB HDD 7200RPM 3.5"" SATA",b0836146-1b30-490a-abc0-8d0a5865d996,hdd_0663,,IronWolf,HDD,8000GB
,16000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate EXOS Enterprise 16TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",b08e518a-802d-461f-951c-03ba7bf2f854,hdd_0664,,EXOS,HDD,16000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital SE 3TB HDD 3.5"" SATA",b0b87ec6-0372-4f4c-8ba7-f798a1f88a07,hdd_0665,,SE,HDD,3000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba DT01ACA 2TB HDD 3.5"" SATA",b0ebd5c1-42f4-4ed9-ba4d-1a574e26bd39,hdd_0666,,DT01ACA,HDD,2000GB
,6000,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital WD Blue 6TB HDD 3.5"" 5400RPM SATA 3.0 Gb/s Internal",b0faac5d-e2cd-4f95-8cd1-2949a584543e,hdd_0667,,WD,HDD,6000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SV35 2TB HDD 5900 RPM 3.5"" SATA",b101fd70-2edc-4134-8b23-6de866b43a44,hdd_0668,,SV35,HDD,2000GB
,12000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Ultrastar He12 12TB HDD 3.5"" 7200RPM SATA",b118beb7-359b-4424-84b2-1d6a183c998e,hdd_0669,,Ultrastar,HDD,12000GB
,12000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda Pro 12TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",b1776d03-4906-49c7-80dc-939a1b62c815,hdd_0670,,BarraCuda,HDD,12000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Deskstar NAS 4TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",b1b91e25-9b67-43cf-82e5-28b7efd38660,hdd_0671,,Deskstar,HDD,4000GB
,1000,hdd,"2.5""",SAS 12.0 Gb/s,,Seagate,"Seagate ST1800MM0128 1.8TB 2.5"" HDD 10000RPM SAS 12.0 Gb/s",b1de43da-b016-4305-9f41-32289fc71234,hdd_0672,,ST1800MM0128,HDD,1000GB
,250,hdd,"2.5""",SATA 3.0 Gb/s,,Samsung,"Samsung Spinpoint MP4 250GB 2.5"" HDD 7200RPM SATA",b2255571-21b0-443a-8cf3-7a38a76314fc,hdd_0673,,Spinpoint,HDD,250GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Barracuda Compute 8TB HDD 3.5"" 5400RPM SATA 6.0 Gb/s Internal",b2c02864-db4d-4eae-9b84-93dab8e30118,hdd_0674,,Barracuda,HDD,8000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MG03ACA400 4TB 3.5"" HDD 7200RPM SATA",b335b92a-8b9d-46f1-93cd-74510bde530e,hdd_0675,,MG03ACA400,HDD,4000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba P300 3TB HDD 3.5"" SATA",b34bec2f-6636-40e6-bc45-3013b04a6066,hdd_0676,,P300,HDD,3000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Deskstar NAS 6TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",b3e2dcd6-2b52-4020-8c9e-218797ebe3c1,hdd_0677,,Deskstar,HDD,6000GB
