cache_l2,cache_l3,category,clock_base,clock_boost,clock_efficiency_base,clock_efficiency_boost,cores_efficiency,cores_performance,cores_total,integrated_graphics,manufacturer,memory_channels,memory_max_gb,memory_types,microarchitecture,name,opendb_id,part_id,release_year,series,socket,tdp,threads,variant
5,12,cpu,3.8,4.9,,,,6,6,Intel HD Graphics P630,Intel,,,,Coffee Lake Refresh,Intel Xeon E 2276G 3.8 GHz 6-Core LGA1151 (OEM/Tray),eabc2ad4-eb1b-4f10-b613-a15219a79c80,cpu_0722,,Intel Xeon E,LGA 1151,80,12,
1,6,cpu,2.8,3.4,,,,4,4,Intel HD Graphics 510,Intel,,,,Skylake,Intel Core i5 6402P 2.8 GHz 4-Core LGA1151,eae7a655-d281-44a8-8f12-3c6a577bf1c0,cpu_0723,,Intel Core i5,LGA 1151,65,4,
5,15,cpu,3.3,3.6,,,,6,6,None,Intel,,,,Haswell,Intel Core i7 5820K 3.3 GHz 6-Core LGA2011-3 OEM/Tray,eb0118de-42da-4093-8249-2c8fc889ba85,cpu_0724,,Intel Core i7,LGA 2011-3,140,12,
24,30,cpu,2.1,5.2,1.5,4.1,,,16,None,Intel,,,"DDR5, DDR4",Raptor Lake,Intel Core i7 13700F 2.1 GHz 16-Core LGA1700,ebb0e539-2265-4e3f-bb05-960429116b4b,cpu_0725,,Intel Core i7,LGA 1700,65,24,
3,32,cpu,3.8,4.4,,,,6,6,None,AMD,,,DDR4,Zen 2,AMD Ryzen 5 3600X 3.8 GHz 6-Core AM4 OEM/Tray,ebda4b33-5256-4f3a-9c7f-b2701c84da71,cpu_0726,,AMD Ryzen 5,AM4,95,12,
6,25,cpu,3.5,4,,,,6,6,None,Intel,,,,Skylake,Intel Core i7 7800X 3.5 GHz 6-Core LGA2066,ebff2be8-3870-47b5-ac0e-a09f3bece51a,cpu_0727,,Intel Core i7,LGA 2066,140,12,
2,16,cpu,2.9,4.8,,,,8,8,Intel UHD Graphics 630,Intel,,,,Comet Lake,Intel Core i7 10700 2.9 GHz 8-Core LGA1200,ec460ae9-d125-4d92-ac76-87645aedf616,cpu_0728,,Intel Core i7,LGA 1200,65,16,
5,9,cpu,3.1,4.3,,,,6,6,Intel UHD Graphics 630,Intel,,,,Coffee Lake,Intel Core i5 8600 3.1 GHz 6-Core LGA1151,ecae0aef-42a1-40e1-8740-e63f81d02042,cpu_0729,,Intel Core i5,LGA 1151,65,6,
5,18,cpu,3.3,4.8,,,,6,6,Intel UHD Graphics 770,Intel,,,"DDR5, DDR4",Alder Lake,Intel Core i5 12600 3.3 GHz 6-Core LGA1700,ecebadb2-f535-4dbf-a847-9d92971e2b00,cpu_0730,,Intel Core i5,LGA 1700,65,12,
20,24,cpu,3.5,5.1,2.6,3.9,,,14,Intel UHD Graphics 770,Intel,,,"DDR5, DDR4",Raptor Lake,Intel Core i5 13600K 3.5 GHz 14-Core LGA1700,ed3c1bda-9520-40b5-bb05-e7e44ae7bfc1,cpu_0731,,Intel Core i5,LGA 1700,125,20,
12,64,cpu,4.7,5.6,,,,12,12,AMD Radeon,AMD,,,DDR5,Zen 4,AMD Ryzen 9 7900X 4.7 GHz 12-Core AM5,eda463d1-d4b6-4f1a-96dd-0416efe84381,cpu_0732,,AMD Ryzen 9,AM5,170,24,
1,19.25,cpu,3.1,4.4,,,0,0,14,None,,4,,DDR4,Skylake-X,Intel Core i9-7940X X-series Processor,ee10268f-5b1a-4d1b-b4de-0ff59423fea9,cpu_0733,2017,,LGA 2066,165,28,
16,64,cpu,4.3,5.7,,,,,16,AMD Radeon Graphics,AMD,2,,DDR5,Zen 5,AMD Ryzen 9 9950X 4.3 GHz 16-Core AM5,ee2ac384-a2d9-4324-88af-d4765e604bcf,cpu_0734,2024,AMD Ryzen 9 9000,AM5,170,32,9950X
1,6,cpu,3.1,3.3,,,,4,4,Intel HD Graphics 4600,Intel,,,,Haswell,Intel Core i5 4440 3.1 GHz 4-Core LGA1150,ee44b97d-f489-4f09-8d7b-2a3f8668a4c8,cpu_0735,,Intel Core i5,LGA 1150,84,4,
12,25,cpu,3.6,5,2.7,3.8,,,12,None,Intel,,,"DDR5, DDR4",Alder Lake,Intel Core i7 12700KF 3.6 GHz 12-Core LGA1700,ef051311-c91d-425d-a91c-585ea31b63fd,cpu_0736,,Intel Core i7,LGA 1700,125,20,
4,0,cpu,3.9,4.1,,,,4,4,AMD Radeon R7 (on-die),AMD,,,,Steamroller,AMD A10 7870K 3.9 GHz 4-Core FM2+ OEM/Tray,ef55d969-f601-4c8c-8b9c-3ce22de029e0,cpu_0737,,AMD A10,FM2+,95,4,
3,32,cpu,3.7,4.7,,,,6,6,None,AMD,,,DDR4,Zen 3,AMD Ryzen 5 5600XT 3.7 GHz 6-Core AM4 OEM/Tray,ef5ac632-1bbc-4b85-8291-ab61b16e0cae,cpu_0738,,AMD Ryzen 5,AM4,65,12,
1,8,cpu,4.3,4.5,,,,4,4,None,Intel,,,,Kaby Lake,Intel Core i7 7740X 4.3 GHz 4-Core LGA2066,ef919fd3-b02f-414b-987f-7fea17ff8d82,cpu_0739,,Intel Core i7,LGA 2066,112,8,
5,25,cpu,2.3,3,,,,10,10,None,Intel,,,,Haswell,Intel Xeon E5 2650 V3 2.3 GHz 10-Core LGA2011-3,efc2e6bd-7bde-483b-829f-ad07e632c5b9,cpu_0740,,Intel Xeon E5,LGA 2011-3,105,20,
3,12,cpu,2.6,4.4,,,,6,6,None,Intel,,,,Rocket Lake,Intel Core i5 11400F 2.6 GHz 6-Core LGA1200,efca94bc-ba7e-4149-a633-7d3f548f7ed8,cpu_0741,,Intel Core i5,LGA 1200,65,12,
1,8,cpu,3.2,3.6,,,,4,4,Intel HD Graphics P4600,Intel,,,,Haswell,Intel Xeon E3 1225 V3 3.2 GHz 4-Core LGA1150,efff71a9-9435-46f2-9195-3f5a6e452494,cpu_0742,,Intel Xeon E3,LGA 1150,84,4,
1,8,cpu,3.4,3.8,,,,4,4,Intel HD Graphics P4600,Intel,,,,Haswell,Intel Xeon E3 1245 V3 3.4 GHz 4-Core LGA1150 OEM/Tray,f048e8d4-a34d-425e-b64b-1a5c848d3c12,cpu_0743,,Intel Xeon E3,LGA 1150,84,8,
4,0,cpu,4.1,4.4,,,,4,4,AMD Radeon HD 8670D,AMD,,,,Piledriver,AMD A-Series A10 6800B 4.1 GHz 4-Core FM2,f0a97d97-78c0-4794-8dba-7d5f5e8917d8,cpu_0744,,AMD A10,FM2,100,4,
1,0,cpu,3.5,3.8,,,,4,4,None,AMD,,,,Puma+,AMD Athlon X4 845 3.5 GHz 4-Core FM2+,f151e49a-c8ad-4f44-b2de-d44e3f37623a,cpu_0745,,AMD Athlon X4,FM2+,65,4,
1,6,cpu,3.6,4.3,,,,4,4,Intel UHD Graphics 630,Intel,,,,Comet Lake,Intel Core i3 10100 3.6 GHz 4-Core LGA1200,f165b2c9-fa32-4bfd-8ebe-2a0606dec25e,cpu_0746,,Intel Core i3,LGA 1200,65,8,
1,6,cpu,3.3,3.9,,,,4,4,Intel HD Graphics 530,Intel,,,,Skylake,Intel Core i5 6600 3.3 GHz 4-Core LGA1151,f1c3343b-8ea7-4a0c-9166-eaee8fc8d313,cpu_0747,,Intel Core i5,LGA 1151,65,4,
5,12,cpu,3.7,4.6,,,,6,6,None,Intel,,,,Coffee Lake Refresh,Intel Core i5 9600KF 3.7 GHz 6-Core LGA1151 OEM/Tray,f2133cc2-e9de-4068-b71a-ce19410393af,cpu_0748,,Intel Core i5,LGA 1151,95,6,
6,64,cpu,3.8,4.6,,,,12,12,None,AMD,,,DDR4,Zen 2,AMD Ryzen 9 3900X 3.8 GHz 12-Core AM4 OEM/Tray,f2f956e6-c0df-4c3e-b2ad-5c3c57e2e13b,cpu_0749,,AMD Ryzen 9,AM4,105,24,
1,6,cpu,3.2,3.6,,,,4,4,Intel HD Graphics 530,Intel,,,,Skylake,Intel Core i5 6500 3.2 GHz 4-Core LGA1151 OEM/Tray,f3142c81-331a-4117-b394-6206e39d789e,cpu_0750,,Intel Core i5,LGA 1151,65,4,
3,32,cpu,3.6,4.2,,,,6,6,None,AMD,,,DDR4,Zen 2,AMD Ryzen 5 3600 3.6 GHz 6-Core AM4,f34f9bc1-0136-43ee-bd78-a9efbd0e5f17,cpu_0751,,AMD Ryzen 5,AM4,65,12,
1,0,cpu,3.2,3.6,,,,2,2,None,AMD,,,,Piledriver,AMD Sempron X2 250 3.2 GHz 2-Core FM2 OEM/Tray,f3afc880-6bcf-43d3-95f1-8a63c88e1121,cpu_0752,,AMD Sempron X2,FM2,65,2,
4,0,cpu,2.5,3.5,,,,4,4,AMD Radeon HD 8650D,AMD,,,,Piledriver,AMD A10 6700T 2.5 GHz 4-Core FM2 OEM/Tray,f3c2517b-1b7c-43e6-914a-ea55b0631cb4,cpu_0753,,AMD A10,FM2,45,4,
2,25,cpu,3.3,4,,,,8,8,None,Intel,,,,Ivy Bridge,Intel Xeon E5 2667 V2 OEM/Tray 3.3 GHz 8-Core LGA2011,f49640cf-bfdf-43b7-924b-151451c38863,cpu_0754,,Intel Xeon E5,LGA 2011,130,16,
5,35,cpu,1.7,2.5,,,,14,14,None,Intel,,,,Broadwell,Intel Xeon E5 2650L V4 1.7 GHz 14-Core LGA2011-3,f4fb1df0-143e-4951-90f9-25b8660b97f9,cpu_0755,,Intel Xeon E5,LGA 2011-3,65,28,
0,2,cpu,3.4,0,,,0,2,2,Intel UHD Graphics 610,,2,,DDR4,Comet Lake,Intel Celeron G5900,f4fcdf17-ee89-4728-a37f-3bb8350cc118,cpu_0756,2020,,LGA 1200,58,2,
1,8,cpu,3.6,4,,,,4,4,None,Intel,,,,Skylake,Intel Xeon E3 1270 V5 3.6 GHz 4-Core LGA1151,f59894ac-8315-443c-adb5-1967307e603d,cpu_0757,,Intel Xeon E3,LGA 1151,80,8,
36,30,cpu,3.9,5.5,3.3,4.6,,,20,None,Intel,,,DDR5,Arrow Lake,Intel Core Ultra 7 265KF 3.9 GHz 20-Core LGA1851,f5b522d1-aeea-4809-ab0b-b57aec6ba58e,cpu_0758,,Intel Core Ultra 7,LGA 1851,125,20,
5,24,cpu,2.5,4.8,1.8,3.5,,,14,Intel UHD Graphics 770,Intel,,,"DDR5, DDR4",Raptor Lake,Intel Core i5 13500 2.5 GHz 14-Core LGA1700,f5cb6fa2-042a-48ce-a09d-eaf41290a607,cpu_0759,,Intel Core i5,LGA 1700,65,20,
4,0,cpu,3.7,4,,,,4,4,AMD Radeon R7 (on-die),AMD,,,,Steamroller,AMD A10 7850K 3.7 GHz 4-Core FM2+ OEM/Tray,f5cd63b4-9aa1-4fbc-9ab5-b449aded063d,cpu_0760,,AMD A10,FM2+,95,4,
5,15,cpu,3.4,3.6,,,,6,6,None,Intel,,,,Broadwell,Intel Core i7 6800K 3.4 GHz 6-Core LGA2011-3,f6275b5f-2489-472b-8246-58b1689cfeb8,cpu_0761,,Intel Core i7,LGA 2011-3,140,12,
5,9,cpu,2.9,4.1,,,,6,6,None,Intel,,,,Coffee Lake Refresh,Intel Core i5 9400F 2.9 GHz 6-Core LGA1151,f6b68476-baa6-4789-ba01-e34cb34567b3,cpu_0762,,Intel Core i5,LGA 1151,65,6,
5,45,cpu,2.1,3.3,,,,18,18,None,Intel,,,,Broadwell,Intel Xeon E5 2695 V4 2.1 GHz 18-Core LGA2011-3,f7447617-453a-4cb8-afd2-13f9fa5af31d,cpu_0763,,Intel Xeon E5,LGA 2011-3,120,36,
1,6,cpu,2.8,3.7,,,,4,4,Intel HD Graphics 630,Intel,,,,Kaby Lake,Intel Core i5 7600T 2.8 GHz 4-Core LGA1151,f7cfeb10-844d-4294-83b2-337ec8eef5f9,cpu_0764,,Intel Core i5,LGA 1151,35,4,
5,12,cpu,4.1,4.8,,,,6,6,Intel UHD Graphics 630,Intel,,,,Comet Lake,Intel Core i5 10600K 4.1 GHz 6-Core LGA1200,f830b297-cdce-4cfd-b0c8-c6e49bcb86b0,cpu_0765,,Intel Core i5,LGA 1200,125,12,
1,8,cpu,3.4,3.8,,,,4,4,None,Intel,,,,Skylake,Intel Xeon E3 1230 V5 3.4 GHz 4-Core LGA1151,f85cd926-f4bf-411a-a8bc-65aa393f297e,cpu_0766,,Intel Xeon E3,LGA 1151,80,8,
1,8,cpu,3.4,4.5,,,,4,4,Intel HD Graphics P630,Intel,,,,Coffee Lake,Intel Xeon E 2124G 3.4 GHz 4-Core LGA1151,f87a76eb-0de9-4f5a-9406-525f4294a9cb,cpu_0767,,Intel Xeon E,LGA 1151,71,4,
2,16,cpu,3.6,5,,,,,8,Intel UHD Graphics 630,,2,,DDR4,Coffee Lake Refresh,Intel Core i9-9900K,f8dce6ce-17aa-426d-a513-3d4c0136f180,cpu_0768,2018,,LGA 1151,,16,
5,24,cpu,1.6,4.6,1.2,3.2,,,14,Intel UHD Graphics 770,Intel,,,"DDR5, DDR4",Raptor Lake,Intel Core i5 13500T 1.6 GHz 14-Core LGA1700 OEM/Tray,f9a8771a-0467-4f53-ac5c-0f5a95b9fa0b,cpu_0769,,Intel Core i5,LGA 1700,35,20,
3,30,cpu,2.2,2.9,,,,12,12,None,Intel,,,,Broadwell,Intel Xeon E5 2650 V4 2.2 GHz 12-Core LGA2011-3,fa08dbf6-6ab3-4d91-aad1-723ea4eb20fc,cpu_0770,,Intel Xeon E5,LGA 2011-3,105,24,
1,4,cpu,3.1,3.6,,,,4,4,Intel Iris Pro Graphics 6200,Intel,,,,Broadwell,Intel Core i5 5675C 3.1 GHz 4-Core LGA1150,fa0b4f9e-1718-4ce4-a77c-a227144f7b6f,cpu_0771,,Intel Core i5,LGA 1150,65,4,
3,30,cpu,2.6,3.5,,,,12,12,None,Intel,,,,Haswell,Intel Xeon E5 2690 V3 2.6 GHz 12-Core LGA2011-3,fa3fa848-a686-4c5d-a31e-eaa9f9914f3f,cpu_0772,,Intel Xeon E5,LGA 2011-3,135,24,
2,0,cpu,3.5,3.8,,,,4,4,None,AMD,,,DDR4,Excavator,AMD Athlon X4 950 3.5 GHz 4-Core AM4,fa69f0d2-e648-4597-8fd7-634915f56004,cpu_0773,,AMD Athlon X4,AM4,65,4,
1,8,cpu,3.8,4.8,,,,4,4,Intel HD Graphics P630,Intel,,,,Coffee Lake Refresh,Intel Xeon E 2244G 3.8 GHz 4-Core LGA1151,fb80adb1-e45d-4f02-817c-9891a7058708,cpu_0774,,Intel Xeon E,LGA 1151,71,8,
1,6,cpu,3.5,3.9,,,,4,4,Intel HD Graphics 4600,Intel,,,,Haswell Refresh,Intel Core i5 4690 3.5 GHz 4-Core LGA1150 OEM/Tray,fbdbb84d-28f7-4e7e-afca-a24a848ee5c7,cpu_0775,,Intel Core i5,LGA 1150,84,4,
5,12,cpu,4,4.9,,,,6,6,Intel HD Graphics P630,Intel,,,,Coffee Lake Refresh,Intel Xeon E 2286G 4 GHz 6-Core LGA1151 OEM/Tray,fc333293-e646-4317-be0f-84f0443e0bd3,cpu_0776,,Intel Xeon E,LGA 1151,95,12,
3,32,cpu,3.6,4.2,,,,6,6,None,AMD,,,DDR4,Zen 2,AMD Ryzen 5 3600 3.6 GHz 6-Core AM4 OEM/Tray,fc64ff23-4f2b-440a-b309-26199f5ca9fa,cpu_0777,,AMD Ryzen 5,AM4,65,12,
2,20,cpu,2.2,3,,,,8,8,None,Intel,,,,Sandy Bridge,Intel Xeon E5 2660 2.2 GHz 8-Core LGA2011 OEM/Tray,fc75239c-f287-4e6e-8b47-f58f9edf1890,cpu_0778,,Intel Xeon E5,LGA 2011,95,16,
3,99,cpu,3.4,3.9,,,,6,6,None,AMD,,,DDR4,Zen+,AMD Ryzen 5 2600 3.4 GHz 6-Core AM4 OEM/Tray,fd74557a-9f22-4a60-b4b6-2dee85f759d4,cpu_0779,,AMD Ryzen 5,AM4,65,12,
1,10,cpu,3.7,3.9,,,,4,4,None,Intel,,,,Ivy Bridge,Intel Core i7 4820K 3.7 GHz 4-Core LGA2011,fdbaa917-5ffa-4a2f-b37b-c40280dfe3dd,cpu_0780,,Intel Core i7,LGA 2011,130,8,
5,25,cpu,2.5,3.3,,,,10,10,None,Intel,,,,Ivy Bridge,Intel Xeon E5 2670 V2 2.5 GHz 10-Core LGA2011,fdc95391-09e0-4289-999b-d50433445803,cpu_0781,,Intel Xeon E5,LGA 2011,115,20,
2,4,cpu,3.7,4.2,,,,4,4,AMD Radeon Vega 11,AMD,,,DDR4,Zen+,AMD Ryzen 5 3400G 3.7 GHz 4-Core AM4 OEM/Tray,fdcaea76-3ec0-4e78-af49-74cefd6ab24a,cpu_0782,,AMD Ryzen 5,AM4,65,8,
5,12,cpu,3.2,3.8,,,,6,6,None,Intel,,,,Sandy Bridge,Intel Xeon E5 1650 3.2 GHz 6-Core LGA2011 OEM/Tray,fe17fc34-748a-4961-bcca-f5cf2f9e0bd3,cpu_0783,,Intel Xeon E5,LGA 2011,130,12,
6,32,cpu,4.7,5.3,,,,,6,AMD Radeon Graphics,AMD,2,,DDR5,Zen 4,AMD Ryzen 5 7600X 4.7 GHz 6-Core AM5,fe2cf1aa-c66e-43ec-a55b-997584228dd1,cpu_0784,2022,AMD Ryzen 5 7000,AM5,105,12,7600X
8,16,cpu,4.2,5.1,,,,8,8,AMD Radeon 780M,AMD,,,DDR5,Zen 4,AMD Ryzen 7 8700G 4.2 GHz 8-Core AM5,fe3d12e9-87eb-4701-8579-5c29d61437c6,cpu_0785,,AMD Ryzen 7,AM5,65,16,
2,20,cpu,2.9,3.8,,,,8,8,None,Intel,,,,Sandy Bridge,Intel Xeon E5-2690 2.9 GHz 8-Core LGA2011 OEM/Tray,feb20217-58e3-4490-aaf0-3470019c9e07,cpu_0786,,Intel Xeon E5,LGA 2011,135,16,
5,18,cpu,2.5,4.4,,,,6,6,Intel UHD Graphics 730,Intel,,,"DDR5, DDR4",Alder Lake,Intel Core i5 12400 2.5 GHz 6-Core LGA1700,ff4b4766-4f58-4c17-915e-9881c50ed032,cpu_0787,,Intel Core i5,LGA 1700,65,12,
5,55,cpu,2.2,3.6,,,,22,22,None,Intel,,,,Broadwell,Intel Xeon E5 2699 V4 2.2 GHz 22-Core LGA2011-3 OEM/Tray,fffab94c-d43c-4b94-af4f-07f0c329ac0a,cpu_0788,,Intel Xeon E5,LGA 2011-3,145,44,
